,Month,Day,Community Area,Domestic,Arrest,Location Description_RESIDENCE,Location Description_STREET,Primary Type_BATTERY,Primary Type_THEFT,SocioEconomic-Status_Low Income,SocioEconomic-Status_Moderate Income
1149186,12,21,71,False,False,0,1,0,1,0,1
988035,10,31,27,False,False,0,1,1,0,0,0
1086452,12,1,25,True,False,0,0,0,1,0,1
549794,6,26,44,False,False,0,0,0,0,0,1
417231,5,19,17,False,False,1,0,1,0,1,0
905080,10,6,46,True,False,1,0,0,1,0,0
366563,5,3,23,False,False,0,1,0,0,0,0
1039590,11,16,3,False,False,0,0,1,0,0,1
3145,1,1,42,False,False,0,1,0,1,0,1
883546,9,29,64,False,False,1,0,0,0,1,0
602275,7,11,65,False,False,1,0,0,1,0,1
1039119,11,16,66,False,False,0,0,1,0,0,0
42071,1,12,49,False,False,1,0,1,0,0,1
193014,3,5,71,False,False,1,0,0,1,0,1
811081,9,8,59,False,False,0,1,0,1,0,1
1030101,11,13,67,True,False,1,0,1,0,0,0
588500,7,7,45,False,False,0,1,0,1,0,1
582810,7,5,22,True,False,1,0,1,0,1,0
599562,7,10,40,False,False,0,1,0,1,0,0
114431,2,6,50,True,False,1,0,1,0,0,1
364271,5,2,42,True,False,0,0,1,0,0,1
1159067,12,25,64,False,False,1,0,1,0,1,0
892556,10,2,29,True,False,1,0,0,1,0,0
1059659,11,22,63,True,False,1,0,1,0,0,0
812308,9,9,70,False,False,0,1,0,1,0,1
489659,6,8,1,False,False,0,1,0,1,0,1
421948,5,20,42,True,False,0,0,0,1,0,1
667132,7,29,68,True,False,0,1,1,0,0,0
337170,4,23,42,True,False,0,0,0,0,0,1
721005,8,13,69,False,False,0,1,1,0,0,1
265415,3,29,67,True,False,0,1,1,0,0,0
303228,4,11,5,True,False,1,0,1,0,1,0
285007,4,5,46,False,False,0,1,0,1,0,0
982406,10,29,52,True,False,1,0,0,0,0,1
224200,3,15,57,False,False,1,0,1,0,0,1
539637,6,23,6,False,False,1,0,0,1,1,0
701169,8,8,38,False,False,0,1,0,1,0,1
374802,5,5,46,False,False,0,1,0,1,0,0
355847,4,29,19,False,False,1,0,0,1,0,1
348082,4,27,73,False,False,0,1,0,1,0,1
103947,2,2,24,False,False,0,1,0,1,1,0
580969,7,5,21,False,False,0,1,0,1,0,1
389383,5,10,1,True,False,0,0,0,0,0,1
498671,6,11,71,True,False,1,0,1,0,0,1
436085,5,24,1,True,False,0,1,0,0,0,1
741042,8,19,49,True,False,1,0,0,0,0,1
41800,1,12,43,False,False,0,1,1,0,0,1
874217,9,27,8,False,False,0,1,0,1,1,0
642532,7,22,19,False,False,0,1,0,1,0,1
399072,5,13,67,True,False,0,0,1,0,0,0
322593,4,18,43,False,False,1,0,1,0,0,1
979398,10,28,42,False,False,0,1,1,0,0,1
1023674,11,10,69,True,False,0,1,1,0,0,1
1133217,12,16,2,False,False,0,1,0,1,0,1
330033,4,21,15,False,False,0,1,0,1,0,1
1042840,11,17,38,True,False,0,0,1,0,0,1
786545,9,1,74,False,False,0,1,0,1,1,0
586897,7,6,38,True,False,0,0,1,0,0,1
994088,11,1,51,True,False,1,0,1,0,0,1
1018728,11,9,31,True,False,0,0,1,0,0,0
1074694,11,27,60,True,False,1,0,1,0,0,1
74973,1,23,69,False,False,0,0,1,0,0,1
17507,1,5,22,False,False,0,1,0,1,1,0
968260,10,25,53,True,False,1,0,0,1,0,1
971946,10,26,75,True,False,0,1,1,0,0,1
365383,5,2,68,False,False,0,0,0,1,0,0
756600,8,24,8,True,False,1,0,1,0,1,0
55779,1,16,30,True,False,0,0,1,0,0,0
484597,6,7,44,False,False,1,0,0,1,0,1
664708,7,29,24,False,False,0,1,0,1,1,0
1039479,11,16,66,True,False,1,0,1,0,0,0
362170,5,1,26,False,False,0,1,1,0,0,0
1106416,12,8,6,True,False,0,0,1,0,1,0
141727,2,15,43,False,False,0,1,1,0,0,1
395461,5,12,49,True,False,0,0,0,1,0,1
907938,10,7,25,True,False,1,0,1,0,0,1
1128208,12,15,45,True,False,1,0,1,0,0,1
508849,6,14,28,False,False,0,0,0,1,0,1
729617,8,16,77,False,False,1,0,0,1,1,0
727705,8,15,15,False,False,0,0,1,0,0,1
836659,9,16,25,False,False,0,1,1,0,0,1
950163,10,19,44,True,False,0,0,1,0,0,1
626893,7,18,1,False,False,0,0,0,1,0,1
348117,4,27,66,False,False,1,0,1,0,0,0
150032,2,18,46,True,False,0,1,1,0,0,0
608926,7,13,8,False,False,0,1,0,1,1,0
398635,5,13,30,True,False,0,1,1,0,0,0
589791,7,7,43,True,False,1,0,1,0,0,1
841868,9,17,71,True,False,1,0,1,0,0,1
966019,10,24,68,True,False,1,0,0,0,0,0
970857,10,25,43,False,False,0,1,0,1,0,1
129940,2,11,1,False,False,0,1,0,1,0,1
603537,7,11,28,False,False,0,1,1,0,0,1
984125,10,29,68,True,False,0,1,0,1,0,0
345204,4,26,19,True,False,0,0,0,0,0,1
411201,5,17,61,True,False,1,0,0,0,0,0
761580,8,25,61,False,False,0,1,1,0,0,0
754619,8,23,75,True,False,1,0,1,0,0,1
222966,3,15,24,False,False,0,1,0,1,1,0
866828,9,24,75,False,False,0,1,1,0,0,1
284726,4,5,69,True,False,1,0,1,0,0,1
201088,3,7,25,True,False,0,0,1,0,0,1
914486,10,9,49,True,False,1,0,1,0,0,1
765354,8,26,16,False,False,1,0,0,0,0,1
1098425,12,5,66,True,False,0,0,1,0,0,0
1025390,11,11,69,False,False,0,1,0,0,0,1
677634,8,1,25,False,False,1,0,0,0,0,1
402103,5,14,6,False,False,0,0,0,1,1,0
683436,8,3,15,False,False,0,1,1,0,0,1
356227,4,29,3,False,False,1,0,0,0,0,1
838134,9,16,3,True,False,0,0,1,0,0,1
644626,7,23,44,False,False,0,1,0,1,0,1
829550,9,14,42,False,False,0,1,0,1,0,1
705313,8,9,32,False,False,0,1,0,1,1,0
671260,7,30,32,False,False,0,1,0,1,1,0
213434,3,11,44,True,False,0,0,1,0,0,1
529881,6,20,61,True,False,0,1,1,0,0,0
267668,3,30,43,True,False,0,0,1,0,0,1
398619,5,13,21,False,False,0,1,0,1,0,1
450201,5,29,40,True,False,0,1,1,0,0,0
1053476,11,20,67,True,False,1,0,1,0,0,0
339484,4,24,38,True,False,0,0,0,1,0,1
966642,10,24,48,True,False,1,0,1,0,0,1
120528,2,8,35,True,False,0,0,0,1,0,1
761121,8,25,30,True,False,0,0,1,0,0,0
230037,3,17,25,False,False,0,1,0,1,0,1
390028,5,10,51,True,False,1,0,1,0,0,1
569443,7,1,1,False,False,0,1,1,0,0,1
446415,5,27,69,False,False,0,1,0,0,0,1
582426,7,5,35,True,False,0,0,1,0,0,1
743530,8,20,29,False,False,0,1,0,1,0,0
670928,7,30,63,False,False,0,1,0,0,0,0
1034103,11,14,1,False,False,0,1,0,0,0,1
572730,7,2,6,False,False,0,1,1,0,1,0
1158048,12,25,69,False,False,0,0,0,1,0,1
495926,6,10,26,False,False,0,0,0,1,0,0
539217,6,23,53,False,False,1,0,0,0,0,1
139526,2,15,65,True,False,1,0,1,0,0,1
674005,7,31,49,False,False,1,0,0,1,0,1
998286,11,3,27,True,False,0,0,1,0,0,0
497265,6,11,49,True,False,0,0,1,0,0,1
1080032,11,29,43,False,False,0,0,0,1,0,1
429788,5,23,15,False,False,1,0,0,1,0,1
545241,6,25,23,True,False,0,0,1,0,0,0
497649,6,11,28,False,False,0,1,1,0,0,1
355534,4,29,28,True,False,0,0,1,0,0,1
94396,1,30,36,False,False,0,1,0,0,0,0
164306,2,23,14,True,False,0,0,1,0,0,1
127739,2,10,73,False,False,1,0,0,1,0,1
289937,4,7,25,True,False,1,0,1,0,0,1
852716,9,20,69,False,False,0,1,0,1,0,1
113113,2,5,24,False,False,0,1,0,0,1,0
663408,7,28,19,False,False,1,0,0,1,0,1
992784,11,1,43,True,False,0,0,1,0,0,1
144557,2,16,43,False,False,0,1,0,1,0,1
950326,10,19,8,False,False,0,0,0,1,1,0
252210,3,25,61,True,False,1,0,1,0,0,0
755043,8,23,73,True,False,0,1,0,0,0,1
534757,6,22,46,True,False,0,1,1,0,0,0
520553,6,18,53,False,False,1,0,1,0,0,1
1083489,11,30,24,False,False,0,1,1,0,1,0
1116074,12,11,29,True,False,1,0,1,0,0,0
554694,6,27,6,False,False,0,1,1,0,1,0
834270,9,15,70,False,False,0,1,0,1,0,1
62135,1,18,63,False,False,1,0,0,1,0,0
760767,8,25,6,False,False,0,1,0,0,1,0
435549,5,24,69,False,False,0,0,1,0,0,1
331987,4,21,67,True,False,0,0,0,1,0,0
723811,8,14,69,True,False,0,1,1,0,0,1
1064263,11,24,25,False,False,0,1,0,0,0,1
531419,6,21,7,False,False,0,1,0,1,1,0
409313,5,16,57,False,False,1,0,0,1,0,1
775210,8,29,69,True,False,0,0,1,0,0,1
522538,6,18,41,False,False,0,0,0,1,1,0
336694,4,23,25,False,False,0,1,0,1,0,1
673162,7,31,6,False,False,0,0,0,1,1,0
812551,9,9,1,False,False,0,1,0,1,0,1
621793,7,16,15,False,False,1,0,1,0,0,1
220459,3,14,8,False,False,0,1,0,1,1,0
596855,7,9,29,False,False,0,1,0,0,0,0
607006,7,12,25,True,False,1,0,1,0,0,1
479299,6,5,38,True,False,0,0,1,0,0,1
1152238,12,23,29,False,False,0,1,1,0,0,0
339429,4,24,36,False,False,0,0,0,0,0,0
404210,5,15,61,False,False,1,0,0,1,0,0
633207,7,20,34,False,False,0,1,0,1,0,0
226634,3,16,73,True,False,1,0,1,0,0,1
906437,10,6,4,False,False,0,1,1,0,1,0
904161,10,5,69,True,False,1,0,0,0,0,1
897286,10,3,24,False,False,0,1,0,1,1,0
955578,10,21,61,True,False,1,0,1,0,0,0
764058,8,26,26,False,False,0,1,1,0,0,0
405827,5,15,17,True,False,1,0,0,1,1,0
204896,3,9,75,False,False,0,1,0,1,0,1
239981,3,20,32,False,False,0,1,1,0,1,0
699220,8,7,71,True,False,0,0,1,0,0,1
966844,10,24,46,True,False,1,0,0,0,0,0
896560,10,3,61,True,False,1,0,0,0,0,0
105417,2,2,69,True,False,1,0,1,0,0,1
480055,6,6,66,True,False,0,0,1,0,0,0
210493,3,10,26,False,False,0,1,0,1,0,0
50277,1,14,31,False,False,0,0,0,1,0,0
443440,5,26,49,True,False,0,1,0,1,0,1
234976,3,19,29,True,False,1,0,1,0,0,0
340167,4,24,51,True,False,1,0,0,0,0,1
1158917,12,25,69,False,False,0,1,0,1,0,1
912611,10,8,27,False,False,1,0,1,0,0,0
493934,6,10,43,False,False,1,0,0,1,0,1
277388,4,2,45,True,False,0,0,0,0,0,1
978924,10,28,30,False,False,0,0,0,1,0,0
18933,1,5,16,True,False,0,0,1,0,0,1
1120233,12,12,29,False,False,0,1,0,1,0,0
1007217,11,5,74,False,False,0,1,0,1,1,0
579408,7,4,29,True,False,0,0,0,1,0,0
210447,3,10,27,False,False,0,0,1,0,0,0
10228,1,3,25,False,False,0,1,0,1,0,1
312143,4,14,69,False,False,0,0,0,0,0,1
414107,5,18,69,True,False,0,1,1,0,0,1
952375,10,20,38,False,False,1,0,0,1,0,1
789570,9,2,2,True,False,0,0,1,0,0,1
956207,10,21,9,False,False,0,1,0,1,1,0
49996,1,14,73,False,False,1,0,0,0,0,1
596329,7,9,8,False,False,1,0,0,0,1,0
1168626,12,29,34,False,False,0,1,0,1,0,0
346210,4,26,67,False,False,1,0,0,0,0,0
1085908,12,1,18,False,False,0,0,0,1,0,1
384153,5,8,19,False,False,0,1,0,1,0,1
332688,4,22,43,False,False,0,1,0,0,0,1
701666,8,8,61,True,False,0,1,1,0,0,0
431757,5,23,15,False,False,1,0,0,0,0,1
1061394,11,23,40,False,False,0,1,0,0,0,0
1167654,12,29,69,False,False,0,0,1,0,0,1
538121,6,23,23,True,False,1,0,0,0,0,0
933419,10,14,2,True,False,0,0,0,0,0,1
650184,7,25,14,False,False,0,1,1,0,0,1
18380,1,5,25,False,False,0,1,0,1,0,1
672699,7,31,19,False,False,0,0,0,1,0,1
768357,8,27,25,False,False,0,1,0,1,0,1
268202,3,30,52,False,False,1,0,0,0,0,1
802105,9,6,31,True,False,1,0,0,1,0,0
427496,5,22,22,False,False,0,0,0,1,1,0
275679,4,2,66,False,False,0,1,0,1,0,0
958844,10,22,1,False,False,0,0,0,1,0,1
872318,9,26,21,False,False,0,1,0,1,0,1
1018562,11,9,44,True,False,0,0,1,0,0,1
318364,4,16,44,True,False,0,0,1,0,0,1
926548,10,12,68,True,False,1,0,1,0,0,0
146215,2,17,43,True,False,0,0,1,0,0,1
497494,6,11,34,False,False,0,1,0,1,0,0
739576,8,19,7,False,False,1,0,1,0,1,0
676433,8,1,42,True,False,1,0,1,0,0,1
711799,8,11,69,False,False,0,0,1,0,0,1
610094,7,13,25,True,False,0,0,1,0,0,1
426163,5,22,49,False,False,0,1,0,1,0,1
579685,7,4,31,False,False,0,0,0,1,0,0
319327,4,17,43,True,False,0,0,1,0,0,1
422894,5,20,66,True,False,1,0,1,0,0,0
743189,8,20,46,True,False,0,0,1,0,0,0
1111514,12,9,24,False,False,0,1,0,1,1,0
904500,10,6,49,False,False,1,0,1,0,0,1
637281,7,21,26,False,False,0,1,1,0,0,0
1012531,11,7,46,False,False,1,0,0,1,0,0
806555,9,7,6,True,False,0,1,1,0,1,0
33728,1,10,42,False,False,0,0,1,0,0,1
806954,9,7,71,False,False,1,0,0,0,0,1
328753,4,20,46,True,False,1,0,1,0,0,0
146238,2,17,67,False,False,1,0,0,1,0,0
662977,7,28,43,True,False,0,0,1,0,0,1
476209,6,4,29,True,False,0,0,1,0,0,0
62085,1,18,3,False,False,0,1,0,1,0,1
377952,5,6,44,True,False,1,0,0,0,0,1
858791,9,22,26,False,False,0,0,1,0,0,0
685031,8,3,2,False,False,0,1,0,1,0,1
1090159,12,2,67,False,False,0,1,0,0,0,0
37674,1,11,49,False,False,0,1,0,0,0,1
863345,9,23,25,False,False,0,1,0,1,0,1
1151908,12,22,32,False,False,0,1,0,1,1,0
188266,3,3,8,False,False,0,1,0,1,1,0
852973,9,20,25,True,False,0,0,1,0,0,1
997965,11,3,1,True,False,0,0,1,0,0,1
984828,10,30,32,False,False,0,1,0,1,1,0
1113932,12,10,46,True,False,0,0,1,0,0,0
1104646,12,7,44,True,False,1,0,1,0,0,1
138913,2,14,40,True,False,0,1,1,0,0,0
38448,1,11,51,True,False,1,0,1,0,0,1
1103994,12,7,21,False,False,0,0,0,0,0,1
809645,9,8,72,True,False,1,0,0,0,1,0
866980,9,24,36,True,False,0,1,1,0,0,0
52255,1,15,32,False,False,1,0,0,1,1,0
22834,1,7,69,True,False,0,0,1,0,0,1
656321,7,26,28,False,False,0,1,0,1,0,1
329733,4,20,33,True,False,0,1,1,0,1,0
467806,6,2,75,True,False,1,0,1,0,0,1
1066437,11,25,72,False,False,0,1,0,1,1,0
625960,7,18,67,True,False,1,0,1,0,0,0
334140,4,22,56,False,False,0,1,0,1,0,1
352272,4,28,67,True,False,1,0,1,0,0,0
276287,4,2,25,False,False,1,0,0,1,0,1
692763,8,5,34,False,False,0,1,0,0,0,0
879187,9,28,30,False,False,0,1,0,1,0,0
929647,10,13,44,True,False,0,0,0,0,0,1
573580,7,3,68,True,False,0,1,1,0,0,0
1003201,11,4,22,False,False,0,1,0,1,1,0
779813,8,30,41,False,False,0,1,0,1,1,0
1089956,12,2,35,False,False,0,1,0,1,0,1
1092935,12,3,8,False,False,1,0,0,1,1,0
685784,8,3,25,True,False,0,0,0,0,0,1
1067414,11,25,49,False,False,1,0,1,0,0,1
249493,3,24,49,False,False,1,0,1,0,0,1
609060,7,13,77,False,False,1,0,0,1,1,0
852231,9,20,23,True,False,1,0,1,0,0,0
1040315,11,16,7,True,False,0,0,1,0,1,0
461313,5,31,74,True,False,1,0,1,0,1,0
795853,9,4,34,False,False,0,0,1,0,0,0
993499,11,1,2,True,False,0,0,0,0,0,1
297686,4,9,66,True,False,1,0,0,0,0,0
353131,4,28,60,False,False,0,1,0,1,0,1
624762,7,17,26,True,False,0,1,0,1,0,0
958403,10,22,11,False,False,0,1,0,1,1,0
491036,6,9,29,True,False,0,1,0,1,0,0
910927,10,7,10,False,False,0,1,0,1,1,0
120744,2,8,31,True,False,0,0,1,0,0,0
107618,2,3,71,True,False,0,0,0,1,0,1
147481,2,17,29,True,False,1,0,1,0,0,0
373784,5,5,62,False,False,0,1,0,1,0,1
785663,9,1,6,True,False,1,0,0,0,1,0
941657,10,17,68,True,False,1,0,0,1,0,0
159865,2,22,25,False,False,0,0,1,0,0,1
801888,9,6,42,True,False,0,1,0,0,0,1
583280,7,5,24,False,False,0,1,0,1,1,0
736769,8,18,20,False,False,0,1,0,0,0,1
361987,5,1,28,True,False,0,0,0,0,0,1
60628,1,18,14,False,False,0,1,0,1,0,1
620713,7,16,10,False,False,0,1,0,1,1,0
704390,8,9,63,True,False,1,0,1,0,0,0
380278,5,7,49,True,False,1,0,1,0,0,1
943951,10,17,49,False,False,0,1,0,1,0,1
355333,4,29,25,False,False,0,0,0,0,0,1
1083159,11,30,3,False,False,0,0,0,0,0,1
797815,9,4,62,True,False,0,1,1,0,0,1
670935,7,30,19,True,False,1,0,0,1,0,1
40744,1,12,28,False,False,0,1,0,1,0,1
1013578,11,7,39,True,False,0,0,1,0,0,1
717577,8,12,41,False,False,0,1,0,1,1,0
444787,5,27,58,True,False,1,0,1,0,0,0
631969,7,19,69,True,False,0,0,1,0,0,1
436673,5,25,25,False,False,0,0,0,1,0,1
617836,7,15,43,True,False,0,0,1,0,0,1
563739,6,30,29,True,False,1,0,1,0,0,0
297658,4,9,69,False,False,0,1,1,0,0,1
315629,4,16,77,True,False,0,0,1,0,1,0
630727,7,19,66,False,False,0,0,0,1,0,0
484359,6,7,7,False,False,0,1,0,1,1,0
314240,4,15,43,False,False,0,0,1,0,0,1
498368,6,11,56,False,False,1,0,1,0,0,1
121457,2,8,44,True,False,0,0,1,0,0,1
707076,8,9,69,False,False,0,1,0,1,0,1
356650,4,30,7,False,False,0,1,0,1,1,0
504919,6,13,49,True,False,1,0,0,1,0,1
152028,2,19,25,True,False,1,0,1,0,0,1
994392,11,1,10,False,False,0,1,0,1,1,0
15090,1,4,21,False,False,0,1,0,1,0,1
47965,1,14,8,True,False,1,0,1,0,1,0
284051,4,5,8,False,False,0,1,0,1,1,0
74910,1,23,60,False,False,0,1,0,1,0,1
909343,10,7,1,True,False,0,0,1,0,0,1
948521,10,19,29,True,False,1,0,1,0,0,0
1134453,12,17,43,True,False,0,0,1,0,0,1
560057,6,29,5,True,False,0,0,1,0,1,0
1116954,12,11,67,False,False,1,0,1,0,0,0
912007,10,8,77,False,False,0,0,0,1,1,0
945190,10,18,46,True,False,1,0,1,0,0,0
331830,4,21,29,True,False,0,0,1,0,0,0
495954,6,10,69,True,False,1,0,0,0,0,1
727267,8,15,29,True,False,0,1,1,0,0,0
727498,8,15,68,False,False,0,0,0,1,0,0
388962,5,10,70,True,False,1,0,1,0,0,1
950885,10,20,21,False,False,0,0,0,1,0,1
848301,9,19,39,True,False,0,1,1,0,0,1
542081,6,24,40,False,False,1,0,0,1,0,0
872819,9,26,55,False,False,1,0,0,1,0,1
901085,10,4,44,True,False,0,0,0,0,0,1
561166,6,29,49,True,False,0,1,0,0,0,1
1144313,12,20,67,False,False,0,1,0,1,0,0
710887,8,10,24,False,False,0,1,0,1,1,0
1070478,11,26,29,False,False,0,0,0,1,0,0
1044180,11,17,7,False,False,1,0,0,1,1,0
751657,8,22,6,False,False,0,1,1,0,1,0
716936,8,12,46,True,False,1,0,0,1,0,0
767116,8,27,49,True,False,1,0,0,1,0,1
670744,7,30,69,False,False,0,0,0,0,0,1
332651,4,22,49,False,False,1,0,0,0,0,1
796622,9,4,53,True,False,1,0,1,0,0,1
616609,7,15,77,False,False,0,1,0,1,1,0
614577,7,14,16,True,False,0,0,1,0,0,1
1012210,11,7,25,True,False,0,0,1,0,0,1
380152,5,7,31,False,False,0,1,1,0,0,0
538878,6,23,29,False,False,0,1,1,0,0,0
107641,2,3,8,False,False,0,0,0,1,1,0
739378,8,19,38,False,False,0,1,1,0,0,1
318220,4,16,23,False,False,0,0,0,0,0,0
1064217,11,24,53,False,False,1,0,0,1,0,1
206863,3,9,27,True,False,0,0,0,0,0,0
529153,6,20,45,False,False,0,1,0,1,0,1
161083,2,22,35,False,False,0,1,0,1,0,1
1114010,12,10,33,False,False,1,0,1,0,1,0
955156,10,21,22,False,False,0,1,0,1,1,0
656614,7,26,25,False,False,0,1,0,1,0,1
1068761,11,25,44,False,False,0,1,0,1,0,1
641272,7,22,44,True,False,0,0,0,0,0,1
717010,8,12,25,False,False,0,1,0,1,0,1
1106114,12,7,10,False,False,0,1,0,1,1,0
982643,10,29,49,False,False,0,1,1,0,0,1
1085413,12,1,27,False,False,0,1,0,1,0,0
1159163,12,25,45,False,False,0,1,0,1,0,1
1129222,12,15,69,True,False,1,0,0,0,0,1
1122840,12,13,38,False,False,1,0,1,0,0,1
633099,7,20,49,False,False,0,1,0,1,0,1
982448,10,29,24,False,False,0,1,0,1,1,0
1171087,12,30,41,True,False,0,0,1,0,1,0
1151869,12,22,38,True,False,0,0,1,0,0,1
515364,6,16,29,False,False,0,0,0,1,0,0
763023,8,25,71,False,False,0,1,1,0,0,1
989416,10,31,65,False,False,1,0,0,1,0,1
897658,10,3,70,True,False,1,0,0,0,0,1
1033937,11,14,44,False,False,0,1,0,0,0,1
1160459,12,26,1,True,False,0,0,1,0,0,1
1063859,11,24,22,True,False,1,0,1,0,1,0
173552,2,26,19,False,False,0,0,0,1,0,1
1131725,12,16,63,False,False,1,0,0,0,0,0
673807,7,31,1,False,False,0,1,1,0,0,1
272501,4,1,48,True,False,1,0,0,1,0,1
1031482,11,13,19,True,False,1,0,1,0,0,1
1021072,11,10,51,True,False,1,0,1,0,0,1
1027856,11,12,56,True,False,0,0,1,0,0,1
27102,1,8,66,True,False,1,0,1,0,0,0
1119571,12,12,43,True,False,0,0,1,0,0,1
52675,1,15,71,False,False,0,0,0,1,0,1
729394,8,16,46,True,False,1,0,1,0,0,0
575871,7,3,40,True,False,0,0,1,0,0,0
121644,2,8,40,True,False,1,0,1,0,0,0
1014040,11,7,28,False,False,0,1,1,0,0,1
450304,5,29,67,True,False,0,0,0,0,0,0
371469,5,4,43,True,False,0,0,0,0,0,1
583284,7,5,29,True,False,0,1,1,0,0,0
313116,4,15,49,False,False,1,0,0,0,0,1
237776,3,20,25,True,False,1,0,0,1,0,1
975274,10,27,29,True,False,0,0,0,1,0,0
621113,7,16,35,False,False,0,0,0,0,0,1
1018075,11,9,38,False,False,0,1,0,1,0,1
1162584,12,27,45,True,False,1,0,1,0,0,1
705251,8,9,67,False,False,0,1,0,1,0,0
327482,4,20,37,True,False,1,0,1,0,0,0
684292,8,3,32,False,False,0,1,1,0,1,0
562500,6,30,2,True,False,0,0,1,0,0,1
614712,7,14,27,False,False,0,1,1,0,0,0
1119472,12,12,43,False,False,1,0,0,1,0,1
71285,1,22,8,False,False,0,1,0,1,1,0
563921,6,30,54,False,False,0,1,0,0,0,0
462602,6,1,73,False,False,0,1,0,1,0,1
703694,8,8,26,True,False,0,0,1,0,0,0
314569,4,15,71,True,False,0,0,0,0,0,1
784086,8,31,35,False,False,0,1,0,1,0,1
610957,7,13,10,False,False,0,1,0,1,1,0
280663,4,3,43,False,False,0,0,0,0,0,1
352580,4,28,52,False,False,0,1,0,1,0,1
534295,6,21,77,False,False,0,1,0,1,1,0
1167722,12,29,43,True,False,0,0,1,0,0,1
723484,8,14,71,False,False,0,1,1,0,0,1
1137333,12,18,24,False,False,0,1,0,1,1,0
159699,2,22,67,True,False,1,0,1,0,0,0
323979,4,18,49,True,False,1,0,0,0,0,1
409736,5,16,24,True,False,1,0,1,0,1,0
655329,7,26,43,True,False,0,1,1,0,0,1
494151,6,10,26,False,False,0,1,0,1,0,0
681047,8,2,19,False,False,0,1,0,1,0,1
1061380,11,23,51,True,False,1,0,1,0,0,1
140065,2,15,77,False,False,0,0,1,0,1,0
796805,9,4,50,True,False,0,1,1,0,0,1
80139,1,25,8,False,False,0,1,0,1,1,0
974868,10,27,33,True,False,0,1,1,0,1,0
186698,3,2,17,True,False,0,1,1,0,1,0
739104,8,19,60,False,False,0,1,0,1,0,1
1010059,11,6,41,False,False,0,0,0,1,1,0
7041,1,2,46,False,False,0,0,0,0,0,0
43793,1,12,49,False,False,0,0,0,0,0,1
601838,7,11,44,False,False,0,1,1,0,0,1
1051430,11,20,49,False,False,1,0,0,1,0,1
451839,5,29,39,False,False,0,0,0,1,0,1
946356,10,18,19,True,False,0,0,1,0,0,1
1153559,12,23,16,False,False,1,0,0,1,0,1
439050,5,25,25,True,False,0,0,0,0,0,1
572283,7,2,1,False,False,0,0,0,1,0,1
721250,8,13,53,False,False,1,0,1,0,0,1
521669,6,18,23,False,False,0,0,1,0,0,0
138324,2,14,73,True,False,1,0,0,1,0,1
688355,8,4,65,False,False,0,1,0,1,0,1
1169614,12,29,71,False,False,0,1,1,0,0,1
554143,6,27,13,False,False,0,1,0,1,0,1
676769,8,1,7,False,False,0,1,0,1,1,0
298392,4,10,41,False,False,0,1,0,1,1,0
44868,1,13,41,True,False,1,0,0,0,1,0
1110189,12,9,73,False,False,1,0,0,1,0,1
381123,5,7,67,False,False,0,0,1,0,0,0
141121,2,15,46,True,False,1,0,1,0,0,0
285614,4,5,43,True,False,1,0,0,0,0,1
29518,1,8,40,True,False,0,0,0,1,0,0
1091134,12,3,44,True,False,0,1,0,0,0,1
791263,9,2,29,True,False,0,0,0,0,0,0
389915,5,10,52,True,False,0,0,0,0,0,1
45740,1,13,43,True,False,0,0,1,0,0,1
579380,7,4,49,False,False,0,0,0,0,0,1
1080563,11,29,69,True,False,0,0,1,0,0,1
457742,5,31,27,True,False,0,0,1,0,0,0
594576,7,8,2,True,False,0,0,0,0,0,1
483301,6,7,8,False,False,0,1,0,1,1,0
147716,2,17,53,True,False,0,0,1,0,0,1
794750,9,3,68,True,False,1,0,1,0,0,0
895530,10,3,66,True,False,0,0,1,0,0,0
923946,10,11,1,False,False,0,1,0,1,0,1
395513,5,12,20,False,False,0,1,0,1,0,1
786343,9,1,19,False,False,1,0,0,1,0,1
310561,4,14,38,False,False,0,1,1,0,0,1
710848,8,10,6,False,False,0,1,0,1,1,0
697136,8,7,14,False,False,0,1,0,0,0,1
385981,5,9,49,False,False,1,0,1,0,0,1
942686,10,17,41,False,False,0,1,1,0,1,0
591038,7,7,39,False,False,0,1,0,1,0,1
277367,4,2,1,False,False,0,0,0,1,0,1
1103331,12,7,7,False,False,0,1,0,1,1,0
312553,4,14,8,False,False,1,0,0,1,1,0
191825,3,4,68,False,False,1,0,1,0,0,0
837493,9,16,67,True,False,1,0,0,1,0,0
466914,6,2,21,False,False,0,1,1,0,0,1
638723,7,21,68,True,False,1,0,1,0,0,0
412328,5,17,46,True,False,0,1,0,0,0,0
179612,2,28,44,True,False,0,0,1,0,0,1
928345,10,13,30,False,False,0,0,1,0,0,0
623927,7,17,73,True,False,1,0,1,0,0,1
1068220,11,25,67,True,False,1,0,1,0,0,0
438756,5,25,3,False,False,0,0,0,1,0,1
349837,4,27,39,True,False,0,0,1,0,0,1
282124,4,4,60,False,False,1,0,0,1,0,1
1018906,11,9,23,False,False,1,0,0,1,0,0
250427,3,24,38,False,False,1,0,0,0,0,1
160945,2,22,48,False,False,0,1,0,1,0,1
402836,5,14,24,False,False,0,0,0,1,1,0
461699,5,31,61,True,False,0,0,1,0,0,0
1015976,11,8,53,True,False,1,0,0,0,0,1
167520,2,24,3,False,False,0,0,0,1,0,1
762123,8,25,28,False,False,0,1,0,1,0,1
891147,10,2,54,False,False,1,0,0,1,0,0
