,Month,Day,Community Area,Domestic,Arrest,Location Description_RESIDENCE,Location Description_STREET,Primary Type_BATTERY,Primary Type_THEFT,SocioEconomic-Status_Low Income,SocioEconomic-Status_Moderate Income
1007383,11,5,68,True,False,1,0,0,0,0,0
828528,9,13,43,True,False,0,0,1,0,0,1
607559,7,12,35,False,False,0,1,0,0,0,1
751876,8,22,61,True,False,1,0,1,0,0,0
1153805,12,23,8,False,False,1,0,0,1,1,0
176871,2,28,43,False,False,1,0,0,1,0,1
794664,9,3,44,True,False,0,0,0,0,0,1
539415,6,23,35,False,False,1,0,0,1,0,1
364351,5,2,77,False,False,1,0,1,0,1,0
810780,9,8,25,True,False,0,0,1,0,0,1
647138,7,24,15,False,False,0,1,0,0,0,1
297838,4,9,44,False,False,0,1,0,0,0,1
815278,9,10,22,False,False,1,0,0,1,1,0
814203,9,9,53,True,False,1,0,1,0,0,1
981232,10,29,25,False,False,0,1,0,1,0,1
92557,1,29,29,False,False,0,1,0,1,0,0
518865,6,17,51,True,False,1,0,0,0,0,1
950192,10,19,8,False,False,0,0,0,1,1,0
796293,9,4,71,True,False,0,0,1,0,0,1
631224,7,19,4,False,False,0,1,0,1,1,0
787196,9,1,46,True,False,0,0,0,0,0,0
1056795,11,21,1,False,False,0,0,0,1,0,1
288435,4,6,46,True,False,1,0,1,0,0,0
818583,9,10,77,False,False,0,1,0,1,1,0
297493,4,9,36,False,False,1,0,0,0,0,0
119268,2,7,15,False,False,1,0,0,1,0,1
624915,7,17,69,True,False,0,0,1,0,0,1
772595,8,28,72,True,False,0,0,1,0,1,0
1174594,12,31,7,False,False,0,0,0,0,1,0
862065,9,23,42,False,False,0,1,1,0,0,1
596292,7,9,38,False,False,1,0,0,0,0,1
1061449,11,23,19,True,False,0,0,0,0,0,1
341799,4,25,66,True,False,0,1,1,0,0,0
704098,8,9,26,False,False,0,1,1,0,0,0
602201,7,11,38,True,False,0,0,1,0,0,1
759815,8,25,69,False,False,0,1,0,1,0,1
313383,4,15,71,True,False,0,0,0,1,0,1
969167,10,25,67,True,False,0,0,1,0,0,0
1077634,11,28,49,True,False,1,0,1,0,0,1
1149655,12,22,27,False,False,0,1,1,0,0,0
1067627,11,25,68,False,False,1,0,0,1,0,0
98741,1,31,63,False,False,0,1,0,0,0,0
804765,9,6,8,False,False,0,1,0,1,1,0
527732,6,20,24,False,False,0,1,0,1,1,0
586683,7,6,68,False,False,0,1,1,0,0,0
143215,2,16,70,True,False,1,0,1,0,0,1
266624,3,30,23,False,False,0,1,0,1,0,0
797302,9,4,11,False,False,0,1,1,0,1,0
162942,2,23,70,True,False,1,0,1,0,0,1
1083014,11,30,29,False,False,0,1,0,1,0,0
144021,2,16,25,False,False,1,0,1,0,0,1
707014,8,9,35,False,False,0,1,0,1,0,1
760295,8,25,69,True,False,0,1,1,0,0,1
1029174,11,12,27,False,False,0,0,0,1,0,0
580873,7,5,50,True,False,1,0,1,0,0,1
1027686,11,12,2,False,False,0,1,0,1,0,1
243659,3,22,72,False,False,0,1,0,1,1,0
492542,6,9,66,False,False,0,1,0,1,0,0
789739,9,2,71,False,False,0,1,0,0,0,1
638990,7,21,7,False,False,0,1,1,0,1,0
988381,10,31,44,False,False,0,1,0,0,0,1
97750,1,31,49,False,False,0,1,0,1,0,1
1162943,12,27,7,False,False,1,0,0,1,1,0
730997,8,16,43,False,False,0,1,0,1,0,1
384115,5,8,68,False,False,0,1,0,1,0,0
402760,5,14,24,True,False,0,0,1,0,1,0
650508,7,25,26,False,False,0,1,1,0,0,0
255580,3,26,15,True,False,0,0,1,0,0,1
804267,9,6,73,True,False,0,1,1,0,0,1
46816,1,13,41,True,False,0,0,1,0,1,0
386845,5,9,67,True,False,1,0,1,0,0,0
728397,8,15,49,False,False,1,0,0,1,0,1
90971,1,28,29,True,False,0,0,1,0,0,0
64397,1,19,40,True,False,1,0,1,0,0,0
39701,1,11,41,False,False,0,0,0,0,1,0
263844,3,29,22,False,False,0,1,0,1,1,0
525156,6,19,10,False,False,0,1,0,1,1,0
110896,2,4,8,False,False,0,1,0,1,1,0
83073,1,26,69,True,False,0,0,1,0,0,1
688522,8,4,66,True,False,0,1,0,0,0,0
591132,7,7,76,False,False,0,1,0,1,1,0
126851,2,10,1,False,False,0,0,0,1,0,1
525873,6,19,53,True,False,1,0,0,1,0,1
78874,1,24,52,False,False,1,0,0,0,0,1
1093314,12,3,48,False,False,1,0,0,1,0,1
517898,6,17,66,True,False,0,0,0,0,0,0
373970,5,5,16,False,False,1,0,0,1,0,1
555206,6,27,66,True,False,1,0,1,0,0,0
260484,3,28,67,False,False,1,0,1,0,0,0
621662,7,16,29,False,False,0,1,1,0,0,0
688954,8,4,1,False,False,0,0,0,1,0,1
831670,9,14,3,False,False,0,1,0,1,0,1
1168135,12,29,29,True,False,1,0,0,1,0,0
1070360,11,26,38,True,False,0,0,1,0,0,1
327324,4,20,14,False,False,0,0,1,0,0,1
881746,9,29,2,False,False,1,0,0,1,0,1
291334,4,7,23,False,False,1,0,0,0,0,0
422831,5,20,44,True,False,0,0,1,0,0,1
1151806,12,22,53,True,False,1,0,0,0,0,1
1147716,12,21,60,False,False,0,0,1,0,0,1
791089,9,2,7,False,False,0,1,0,1,1,0
956460,10,21,47,False,False,0,1,0,1,0,0
334247,4,22,49,True,False,1,0,1,0,0,1
666002,7,29,68,False,False,0,1,0,0,0,0
319108,4,17,11,False,False,1,0,0,1,1,0
597590,7,9,11,False,False,0,1,0,1,1,0
744,1,1,69,True,False,1,0,1,0,0,1
443668,5,27,25,False,False,0,1,0,0,0,1
90972,1,28,24,False,False,0,1,0,1,1,0
790678,9,2,71,False,False,0,1,0,0,0,1
399357,5,13,69,False,False,0,0,0,1,0,1
909573,10,7,23,False,False,0,1,0,0,0,0
492708,6,9,6,False,False,0,1,0,1,1,0
938652,10,16,24,False,False,0,1,0,1,1,0
118844,2,7,44,True,False,0,1,0,0,0,1
990973,11,1,71,True,False,0,0,1,0,0,1
303233,4,11,62,True,False,0,0,1,0,0,1
355147,4,29,12,False,False,0,1,0,1,1,0
436033,5,24,69,False,False,0,1,0,1,0,1
690221,8,5,32,False,False,0,1,0,1,1,0
27923,1,8,8,False,False,0,0,0,1,1,0
103095,2,2,25,False,False,0,1,0,0,0,1
943244,10,17,23,True,False,1,0,1,0,0,0
827939,9,13,35,False,False,0,0,0,0,0,1
761926,8,25,1,False,False,0,1,0,0,0,1
601842,7,11,21,False,False,0,1,0,0,0,1
1075848,11,28,43,False,False,0,0,0,0,0,1
710530,8,10,49,True,False,1,0,0,0,0,1
861035,9,23,36,False,False,0,1,0,1,0,0
1104665,12,7,28,False,False,0,1,0,1,0,1
57710,1,17,67,True,False,1,0,1,0,0,0
416748,5,19,40,True,False,0,0,1,0,0,0
285216,4,5,68,True,False,0,0,1,0,0,0
135263,2,13,69,True,False,0,0,1,0,0,1
1004546,11,4,29,False,False,0,0,0,0,0,0
1129133,12,15,38,False,False,0,0,0,0,0,1
806736,9,7,30,True,False,0,0,0,0,0,0
1047228,11,18,15,False,False,0,1,0,1,0,1
603514,7,11,28,True,False,1,0,1,0,0,1
1128607,12,15,24,False,False,0,1,0,1,1,0
19385,1,6,67,True,False,0,0,1,0,0,0
100554,2,1,67,False,False,0,0,1,0,0,0
691260,8,5,28,False,False,0,1,1,0,0,1
118471,2,7,60,True,False,1,0,1,0,0,1
406347,5,15,14,False,False,0,0,0,0,0,1
426749,5,22,66,False,False,1,0,0,0,0,0
892004,10,2,32,False,False,0,1,1,0,1,0
540499,6,23,38,True,False,0,0,0,0,0,1
278062,4,3,61,True,False,0,1,0,0,0,0
862287,9,23,28,False,False,0,0,0,1,0,1
315297,4,15,2,True,False,0,0,1,0,0,1
146052,2,17,42,False,False,0,0,1,0,0,1
96683,1,31,25,True,False,0,1,1,0,0,1
46817,1,13,49,False,False,0,1,0,1,0,1
116058,2,6,67,False,False,0,1,0,1,0,0
34214,1,10,44,False,False,1,0,0,1,0,1
182852,3,1,19,False,False,0,0,0,0,0,1
595585,7,9,2,True,False,0,0,1,0,0,1
815563,9,10,17,True,False,1,0,0,0,1,0
203772,3,8,46,False,False,1,0,1,0,0,0
683413,8,3,35,False,False,1,0,0,1,0,1
4668,1,1,44,False,False,1,0,0,0,0,1
549042,6,26,46,True,False,1,0,1,0,0,0
236094,3,19,23,True,False,0,1,1,0,0,0
690858,8,5,56,False,False,0,1,0,1,0,1
491628,6,9,43,False,False,0,1,1,0,0,1
1073446,11,27,71,False,False,0,1,0,1,0,1
1058466,11,22,30,False,False,0,1,0,0,0,0
788720,9,2,56,True,False,1,0,0,0,0,1
128279,2,11,25,False,False,1,0,1,0,0,1
221878,3,14,71,True,False,0,0,1,0,0,1
419228,5,19,61,False,False,0,1,0,1,0,0
20337,1,6,11,False,False,0,1,0,1,1,0
660741,7,27,69,True,False,1,0,0,1,0,1
923038,10,11,1,False,False,0,1,0,1,0,1
582932,7,5,26,False,False,0,0,0,1,0,0
555438,6,28,25,False,False,1,0,0,0,0,1
260468,3,28,46,False,False,0,0,1,0,0,0
83593,1,26,28,False,False,0,1,0,1,0,1
1055043,11,21,28,False,False,0,1,0,1,0,1
383794,5,8,21,False,False,0,0,0,1,0,1
480097,6,6,44,False,False,0,1,0,1,0,1
527643,6,20,66,True,False,0,0,1,0,0,0
678656,8,1,66,False,False,0,1,0,1,0,0
791284,9,2,46,False,False,0,1,0,1,0,0
197566,3,6,2,True,False,0,0,1,0,0,1
431486,5,23,61,True,False,0,1,1,0,0,0
813575,9,9,14,False,False,0,1,0,1,0,1
873614,9,26,28,False,False,0,0,0,1,0,1
912050,10,8,24,False,False,0,1,0,1,1,0
136875,2,14,26,False,False,0,1,0,0,0,0
667181,7,29,29,False,False,0,1,0,0,0,0
27029,1,8,25,False,False,0,1,0,1,0,1
133524,2,12,28,False,False,0,1,0,1,0,1
285432,4,5,40,False,False,0,1,0,1,0,0
1166631,12,28,29,True,False,0,0,1,0,0,0
1125580,12,14,7,False,False,0,1,0,1,1,0
358783,4,30,71,True,False,1,0,0,0,0,1
193664,3,5,65,False,False,0,1,0,1,0,1
755471,8,23,38,False,False,0,1,0,1,0,1
581755,7,5,67,False,False,0,1,0,1,0,0
538609,6,23,28,True,False,0,0,1,0,0,1
909768,10,7,30,False,False,0,0,0,0,0,0
692772,8,5,7,False,False,0,1,0,1,1,0
146133,2,17,43,True,False,0,0,1,0,0,1
678168,8,1,32,False,False,0,1,0,0,1,0
852814,9,20,8,True,False,0,0,1,0,1,0
141072,2,15,61,False,False,1,0,0,1,0,0
20753,1,6,66,False,False,1,0,0,1,0,0
104711,2,2,23,True,False,0,1,0,0,0,0
511287,6,15,24,False,False,0,1,0,1,1,0
1052230,11,20,2,False,False,0,0,1,0,0,1
1138554,12,18,11,False,False,0,1,0,1,1,0
143587,2,16,8,False,False,0,1,0,1,1,0
779615,8,30,75,False,False,0,1,1,0,0,1
404286,5,15,2,False,False,0,1,0,1,0,1
37786,1,11,8,False,False,0,1,0,1,1,0
51480,1,15,28,False,False,0,1,0,1,0,1
449125,5,28,13,True,False,1,0,1,0,0,1
522339,6,18,38,True,False,0,0,0,0,0,1
30493,1,9,61,True,False,1,0,0,1,0,0
535747,6,22,43,True,False,0,0,0,0,0,1
970499,10,25,71,False,False,1,0,0,0,0,1
515652,6,16,25,True,False,0,1,0,1,0,1
545,1,1,19,True,False,1,0,1,0,0,1
495287,6,10,27,True,False,1,0,1,0,0,0
949145,10,19,23,True,False,1,0,1,0,0,0
357442,4,30,61,False,False,0,1,1,0,0,0
1145202,12,20,38,False,False,0,1,0,1,0,1
1095231,12,4,60,True,False,0,0,0,1,0,1
318104,4,16,61,False,False,0,1,1,0,0,0
657780,7,27,15,True,False,0,0,1,0,0,1
626615,7,18,67,True,False,1,0,1,0,0,0
664834,7,29,42,False,False,0,0,0,1,0,1
381346,5,7,42,True,False,0,0,1,0,0,1
763310,8,26,39,True,False,0,0,1,0,0,1
1138250,12,18,61,False,False,1,0,0,1,0,0
408979,5,16,58,True,False,0,0,0,0,0,0
926013,10,12,22,False,False,0,0,0,1,1,0
778778,8,30,67,False,False,0,1,1,0,0,0
957286,10,21,15,False,False,0,1,0,1,0,1
1169965,12,29,3,False,False,0,0,1,0,0,1
69230,1,21,43,False,False,0,0,0,0,0,1
300005,4,10,26,True,False,1,0,1,0,0,0
891564,10,2,67,False,False,1,0,0,1,0,0
337287,4,23,43,False,False,0,0,1,0,0,1
785070,9,1,66,False,False,0,0,0,0,0,0
957432,10,21,6,False,False,0,0,0,1,1,0
366113,5,2,77,False,False,1,0,0,1,1,0
204256,3,8,30,False,False,0,1,0,1,0,0
510329,6,15,34,False,False,0,1,0,1,0,0
985335,10,30,33,False,False,0,0,0,0,1,0
161283,2,22,56,True,False,1,0,1,0,0,1
541773,6,24,67,True,False,1,0,0,0,0,0
940030,10,16,3,False,False,0,1,0,1,0,1
1140549,12,19,58,False,False,0,0,0,0,0,0
376945,5,6,15,True,False,0,0,1,0,0,1
212663,3,11,25,False,False,0,0,1,0,0,1
556007,6,28,44,True,False,0,0,0,0,0,1
468697,6,2,35,False,False,0,0,1,0,0,1
255654,3,26,30,False,False,0,1,0,0,0,0
438642,5,25,66,True,False,1,0,1,0,0,0
701907,8,8,25,True,False,0,0,1,0,0,1
974004,10,26,43,True,False,0,0,0,0,0,1
1005132,11,5,52,True,False,1,0,1,0,0,1
379652,5,7,67,False,False,1,0,0,1,0,0
865373,9,24,16,True,False,0,0,1,0,0,1
1153065,12,23,6,False,False,0,1,0,1,1,0
979919,10,28,44,True,False,0,0,1,0,0,1
764940,8,26,43,True,False,0,0,1,0,0,1
184769,3,2,24,False,False,0,1,0,1,1,0
81817,1,25,53,False,False,1,0,0,1,0,1
831472,9,14,30,False,False,0,1,1,0,0,0
483376,6,7,27,True,False,1,0,1,0,0,0
428694,5,22,8,False,False,0,0,0,1,1,0
39954,1,11,11,True,False,0,0,0,0,1,0
232642,3,18,28,False,False,0,1,0,1,0,1
530932,6,20,25,False,False,0,0,1,0,0,1
526323,6,19,47,False,False,1,0,0,0,0,0
417822,5,19,26,False,False,0,1,0,1,0,0
801146,9,5,71,True,False,0,0,1,0,0,1
684391,8,3,68,True,False,0,1,0,0,0,0
655282,7,26,53,False,False,1,0,0,0,0,1
502727,6,12,19,True,False,0,0,1,0,0,1
605698,7,12,37,True,False,0,1,0,0,0,0
174796,2,27,29,False,False,0,1,0,1,0,0
829144,9,14,58,False,False,1,0,0,1,0,0
721969,8,14,21,False,False,0,1,0,1,0,1
551960,6,27,48,False,False,0,0,1,0,0,1
45330,1,13,1,True,False,0,0,0,0,0,1
342986,4,25,48,True,False,1,0,1,0,0,1
344211,4,25,73,False,False,0,0,1,0,0,1
102485,2,1,44,True,False,0,0,1,0,0,1
612421,7,14,49,True,False,1,0,1,0,0,1
144107,2,16,68,True,False,0,0,0,0,0,0
1158445,12,25,38,True,False,0,0,0,1,0,1
353620,4,29,7,False,False,0,1,0,1,1,0
343744,4,25,73,True,False,1,0,1,0,0,1
1149257,12,21,68,True,False,0,0,0,0,0,0
817519,9,10,56,False,False,1,0,0,0,0,1
55608,1,16,71,False,False,0,1,0,0,0,1
138665,2,14,6,False,False,0,0,0,1,1,0
84535,1,26,10,True,False,0,1,1,0,1,0
455900,5,30,14,True,False,0,0,1,0,0,1
1143794,12,20,24,True,False,0,1,1,0,1,0
755924,8,23,1,False,False,0,0,1,0,0,1
91222,1,29,61,False,False,0,1,0,1,0,0
204503,3,8,66,True,False,0,0,0,1,0,0
96814,1,31,42,False,False,0,1,0,1,0,1
193686,3,5,71,False,False,1,0,0,1,0,1
1099305,12,5,66,False,False,1,0,0,1,0,0
346100,4,26,28,True,False,0,0,0,0,0,1
87859,1,27,44,True,False,0,0,1,0,0,1
725830,8,15,31,False,False,0,1,1,0,0,0
1014769,11,8,27,False,False,0,0,0,1,0,0
613820,7,14,25,False,False,0,1,0,0,0,1
249163,3,23,49,False,False,0,0,0,1,0,1
999247,11,3,24,False,False,0,1,0,1,1,0
1159928,12,26,23,False,False,0,1,0,1,0,0
83301,1,26,25,False,False,0,1,1,0,0,1
511869,6,15,29,False,False,0,1,0,1,0,0
953351,10,20,71,False,False,1,0,1,0,0,1
918297,10,10,62,False,False,0,1,0,1,0,1
548305,6,25,28,True,False,0,0,1,0,0,1
733886,8,17,39,False,False,0,0,1,0,0,1
850620,9,20,1,False,False,0,0,0,1,0,1
1103561,12,7,53,False,False,1,0,0,1,0,1
918602,10,10,53,True,False,0,0,1,0,0,1
198684,3,7,27,False,False,0,1,0,1,0,0
381298,5,7,25,True,False,1,0,0,0,0,1
314484,4,15,25,True,False,0,0,1,0,0,1
42107,1,12,69,True,False,0,1,0,0,0,1
273663,4,1,29,False,False,0,0,1,0,0,0
336100,4,23,24,False,False,0,1,0,1,1,0
140276,2,15,73,False,False,1,0,0,1,0,1
642199,7,22,73,False,False,1,0,0,1,0,1
201046,3,7,27,True,False,0,0,0,0,0,0
557032,6,28,27,True,False,0,1,1,0,0,0
229381,3,17,43,False,False,1,0,0,1,0,1
104992,2,2,73,True,False,1,0,1,0,0,1
390382,5,10,49,True,False,1,0,1,0,0,1
278829,4,3,25,False,False,1,0,0,0,0,1
906192,10,6,65,True,False,1,0,1,0,0,1
733640,8,17,53,True,False,1,0,1,0,0,1
838616,9,16,66,False,False,0,1,0,1,0,0
325539,4,19,38,False,False,0,0,0,0,0,1
21933,1,6,32,True,False,0,0,1,0,1,0
803575,9,6,24,False,False,0,1,0,1,1,0
1081257,11,30,67,True,False,1,0,0,0,0,0
904642,10,6,65,True,False,0,0,1,0,0,1
1066019,11,24,49,True,False,1,0,1,0,0,1
989049,10,31,25,False,False,0,1,1,0,0,1
568969,7,1,8,False,False,0,1,0,1,1,0
840245,9,17,68,False,False,1,0,0,1,0,0
583668,7,5,8,True,False,0,0,1,0,1,0
689576,8,4,42,True,False,0,0,0,0,0,1
209696,3,10,39,False,False,0,1,0,1,0,1
256781,3,26,69,True,False,1,0,1,0,0,1
1107336,12,8,26,True,False,1,0,1,0,0,0
900054,10,4,23,True,False,0,0,1,0,0,0
925460,10,12,43,False,False,0,0,1,0,0,1
849067,9,19,3,False,False,0,1,1,0,0,1
234615,3,19,17,False,False,1,0,0,1,1,0
380775,5,7,43,True,False,0,0,1,0,0,1
616330,7,15,1,False,False,0,1,0,1,0,1
664002,7,28,25,False,False,0,0,1,0,0,1
961775,10,23,6,False,False,0,1,1,0,1,0
1156932,12,24,68,False,False,0,0,0,0,0,0
1058830,11,22,27,False,False,0,1,0,1,0,0
1109247,12,8,43,True,False,0,0,0,1,0,1
1070323,11,26,14,True,False,0,0,1,0,0,1
103983,2,2,22,False,False,0,1,0,1,1,0
49601,1,14,27,True,False,0,1,1,0,0,0
469001,6,2,68,False,False,1,0,1,0,0,0
392485,5,11,43,True,False,0,0,1,0,0,1
788142,9,2,69,False,False,0,0,0,0,0,1
448968,5,28,25,True,False,0,0,1,0,0,1
460556,5,31,22,False,False,0,1,1,0,1,0
159479,2,22,40,False,False,0,1,0,1,0,0
149267,2,18,42,False,False,0,0,0,1,0,1
314757,4,15,40,True,False,0,0,1,0,0,0
1157426,12,25,53,True,False,1,0,1,0,0,1
492298,6,9,28,False,False,0,1,1,0,0,1
876616,9,27,66,True,False,1,0,1,0,0,0
284380,4,5,44,False,False,1,0,0,0,0,1
1045386,11,18,28,False,False,0,1,0,1,0,1
816101,9,10,71,False,False,0,1,0,1,0,1
1028825,11,12,23,True,False,0,0,1,0,0,0
59144,1,17,26,True,False,0,1,1,0,0,0
104793,2,2,30,False,False,0,1,0,0,0,0
864034,9,24,58,True,False,1,0,1,0,0,0
310969,4,14,24,False,False,0,0,1,0,1,0
178539,2,28,16,False,False,0,1,0,1,0,1
84014,1,26,67,True,False,1,0,0,1,0,0
926603,10,12,19,False,False,0,1,0,1,0,1
353749,4,29,66,False,False,0,1,0,1,0,0
573947,7,3,28,False,False,0,1,0,1,0,1
621233,7,16,49,False,False,0,1,0,0,0,1
876875,9,27,24,False,False,0,1,0,1,1,0
537237,6,22,73,True,False,0,1,0,1,0,1
226153,3,16,28,False,False,0,1,0,1,0,1
451437,5,29,77,False,False,0,0,1,0,1,0
2765,1,1,70,False,False,0,0,1,0,0,1
222979,3,15,42,False,False,0,0,1,0,0,1
541206,6,23,15,False,False,0,1,0,1,0,1
1057222,11,21,67,True,False,1,0,1,0,0,0
480999,6,6,44,False,False,0,1,1,0,0,1
87041,1,27,2,False,False,0,1,0,1,0,1
1004209,11,4,42,False,False,0,1,0,1,0,1
114233,2,6,66,False,False,0,0,1,0,0,0
531237,6,21,20,False,False,1,0,0,1,0,1
402655,5,14,1,False,False,0,0,0,1,0,1
881428,9,29,6,False,False,0,1,1,0,1,0
636327,7,21,71,False,False,0,0,0,0,0,1
59048,1,17,55,True,False,1,0,1,0,0,1
1041410,11,16,2,False,False,0,0,0,1,0,1
819599,9,11,29,False,False,0,0,0,1,0,0
851960,9,20,60,False,False,0,1,0,1,0,1
322484,4,18,32,False,False,0,1,0,1,1,0
1068225,11,25,60,True,False,1,0,1,0,0,1
687108,8,4,70,True,False,1,0,1,0,0,1
125979,2,10,42,True,False,0,0,1,0,0,1
133822,2,13,67,False,False,1,0,1,0,0,0
1147108,12,21,7,False,False,0,1,1,0,1,0
209809,3,10,17,False,False,0,1,0,1,1,0
786277,9,1,22,False,False,1,0,0,0,1,0
278847,4,3,23,False,False,0,1,0,1,0,0
843297,9,18,70,False,False,0,1,1,0,0,1
211233,3,11,26,True,False,0,0,1,0,0,0
841917,9,17,71,False,False,0,1,0,0,0,1
603985,7,11,34,True,False,0,1,1,0,0,0
878365,9,28,28,False,False,0,1,0,0,0,1
245717,3,22,31,False,False,0,1,0,0,0,0
275342,4,2,24,False,False,0,1,1,0,1,0
777461,8,30,22,False,False,0,1,0,1,1,0
1162515,12,27,43,False,False,0,1,0,1,0,1
176133,2,27,68,True,False,0,1,1,0,0,0
737911,8,18,69,False,False,0,1,0,1,0,1
1083398,11,30,19,False,False,0,1,0,0,0,1
561808,6,29,30,False,False,0,1,0,1,0,0
765751,8,26,22,True,False,1,0,1,0,1,0
520093,6,17,43,False,False,0,0,1,0,0,1
917694,10,9,77,False,False,0,0,1,0,1,0
980316,10,28,68,False,False,1,0,1,0,0,0
1042457,11,17,25,False,False,0,0,1,0,0,1
628899,7,18,33,False,False,0,0,0,0,1,0
26999,1,8,35,False,False,0,0,0,1,0,1
665257,7,29,43,True,False,0,1,1,0,0,1
891102,10,1,68,True,False,0,1,1,0,0,0
80485,1,25,69,True,False,1,0,1,0,0,1
1135042,12,17,49,False,False,0,1,1,0,0,1
243830,3,22,71,True,False,0,1,1,0,0,1
1137119,12,17,38,False,False,0,0,1,0,0,1
738006,8,18,8,False,False,0,1,0,1,1,0
182085,3,1,11,True,False,0,0,1,0,1,0
657743,7,27,43,True,False,0,1,0,0,0,1
1058565,11,22,33,False,False,0,1,1,0,1,0
23177,1,7,11,False,False,0,1,0,1,1,0
797944,9,4,6,False,False,0,0,0,1,1,0
969171,10,25,2,True,False,0,0,1,0,0,1
570525,7,2,67,True,False,1,0,0,0,0,0
1137776,12,18,25,True,False,0,0,1,0,0,1
1020002,11,9,38,False,False,0,1,0,1,0,1
174475,2,27,77,False,False,0,0,1,0,1,0
341546,4,25,46,False,False,1,0,0,1,0,0
613599,7,14,77,False,False,0,1,0,1,1,0
724796,8,14,25,True,False,0,1,0,0,0,1
226073,3,16,69,True,False,0,0,0,1,0,1
1035497,11,14,71,True,False,0,0,1,0,0,1
516486,6,16,22,False,False,0,1,0,1,1,0
57218,1,17,7,False,False,0,1,0,1,1,0
334055,4,22,67,True,False,0,0,1,0,0,0
699004,8,7,19,False,False,0,1,0,1,0,1
316309,4,16,3,False,False,0,0,0,1,0,1
638604,7,21,38,True,False,0,1,0,0,0,1
88680,1,28,30,False,False,1,0,0,0,0,0
896204,10,3,23,True,False,0,0,1,0,0,0
791061,9,2,28,False,False,0,1,0,1,0,1
768122,8,27,44,False,False,0,1,0,1,0,1
148973,2,18,28,True,False,0,1,1,0,0,1
170814,2,25,49,False,False,1,0,1,0,0,1
817377,9,10,28,True,False,1,0,0,0,0,1
858220,9,22,8,False,False,0,1,0,1,1,0
408581,5,16,23,False,False,0,0,0,1,0,0
1111622,12,9,25,True,False,0,1,0,0,0,1
1056478,11,21,25,True,False,0,0,1,0,0,1
520895,6,18,23,True,False,1,0,0,0,0,0
333783,4,22,69,True,False,0,0,0,0,0,1
1034444,11,14,59,True,False,0,0,1,0,0,1
673345,7,31,6,False,False,0,0,1,0,1,0
1122438,12,13,18,True,False,1,0,0,1,0,1
329468,4,20,7,False,False,1,0,0,1,1,0
526747,6,19,23,False,False,0,1,1,0,0,0
452354,5,29,39,True,False,0,0,1,0,0,1
682880,8,3,46,True,False,1,0,1,0,0,0
64833,1,19,68,False,False,0,0,0,0,0,0
1130127,12,15,7,False,False,0,1,0,1,1,0
696158,8,6,25,False,False,0,1,0,1,0,1
1071993,11,27,44,True,False,1,0,0,0,0,1
713597,8,11,24,False,False,0,1,0,1,1,0
764716,8,26,71,False,False,0,1,0,0,0,1
646714,7,24,2,False,False,1,0,0,1,0,1
65270,1,20,66,True,False,1,0,1,0,0,0
219257,3,13,5,False,False,0,1,0,1,1,0
960360,10,22,3,False,False,0,0,0,1,0,1
1102700,12,6,31,False,False,0,1,0,1,0,0
425677,5,21,71,True,False,0,0,1,0,0,1
644442,7,23,71,True,False,1,0,1,0,0,1
1057565,11,22,66,False,False,0,1,0,0,0,0
418616,5,19,22,False,False,0,1,0,0,1,0
231015,3,17,8,False,False,0,0,1,0,1,0
323258,4,18,53,True,False,0,1,0,1,0,1
69979,1,21,30,False,False,0,0,0,0,0,0
1112080,12,9,66,False,False,1,0,0,1,0,0
1116806,12,11,43,False,False,0,0,1,0,0,1
127206,2,10,29,True,False,0,0,0,1,0,0
789547,9,2,67,False,False,1,0,0,0,0,0
189412,3,3,49,True,False,1,0,1,0,0,1
53926,1,16,68,False,False,0,0,1,0,0,0
830222,9,14,6,False,False,0,1,0,1,1,0
899547,10,4,67,False,False,0,0,1,0,0,0
746143,8,21,44,False,False,0,1,0,0,0,1
414670,5,18,66,True,False,1,0,1,0,0,0
528881,6,20,8,False,False,0,0,0,1,1,0
1174725,12,31,57,True,False,1,0,0,1,0,1
1077971,11,29,7,False,False,0,1,0,1,1,0
1044418,11,17,70,False,False,0,1,0,1,0,1
59489,1,18,19,False,False,0,1,0,1,0,1
333040,4,22,31,True,False,0,1,0,0,0,0
973576,10,26,62,False,False,0,1,0,1,0,1
828078,9,13,44,False,False,0,1,0,1,0,1
844080,9,18,31,False,False,0,1,0,1,0,0
828664,9,13,22,False,False,0,1,1,0,1,0
1137024,12,17,39,False,False,0,0,0,0,0,1
190231,3,4,77,False,False,0,1,1,0,1,0
36533,1,10,62,True,False,1,0,1,0,0,1
784129,8,31,57,True,False,1,0,0,1,0,1
883162,9,29,38,False,False,0,0,0,1,0,1
131485,2,12,25,True,False,0,0,0,1,0,1
810087,9,8,43,True,False,0,0,0,1,0,1
618306,7,15,43,True,False,0,0,0,0,0,1
492549,6,9,23,False,False,0,0,0,1,0,0
538815,6,23,25,True,False,0,0,0,0,0,1
946595,10,18,24,False,False,0,1,0,1,1,0
757059,8,24,25,False,False,0,1,0,1,0,1
849866,9,19,31,False,False,0,1,1,0,0,0
409565,5,16,2,True,False,0,0,1,0,0,1
438508,5,25,27,False,False,0,1,1,0,0,0
10809,1,3,29,True,False,1,0,1,0,0,0
21957,1,6,3,False,False,0,1,0,1,0,1
469508,6,2,25,True,False,0,0,1,0,0,1
29025,1,8,71,False,False,0,1,1,0,0,1
